series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
EQ,422.1,425.9,415.0,422.1,417.2,416.65,419.86,543.55,342.3,"68,36,472","2,87,03,42,250.75","1,12,278"
EQ,325.0,330.45,319.55,325.05,328.55,328.35,325.19,366.25,211.55,"1,97,85,053","6,43,38,66,907.75","1,58,857"
EQ,260.7,263.25,256.9,260.7,261.25,261.3,260.62,345.0,192.05,"1,28,96,743","3,36,11,33,137.30","1,24,991"
EQ,833.05,838.90,817.05,834.15,822.80,820.15,823.91,"2,417.75",720.75,"3,09,340","25,48,67,209.30","15,385"
EQ,208.45,209.7,205.55,206.73,208.88,208.87,208.37,246.3,134.85,"1,24,12,144","2,58,62,76,283.35","1,24,811"
EQ,651.4,667.15,646.5,648.4,665.95,664.15,659.34,804.9,397.65,"45,23,984","2,98,28,31,969.45","1,01,629"
EQ,117.85,117.9,116.45,117.22,116.87,117.05,117.14,170.5,81.05,"32,70,035","38,30,41,416.48","25,170"
EQ,"1,314.35","1,329.95","1,306.15","1,308.95","1,320.90","1,322.05","1,319.78","3,217.60","1,217.25","1,68,58,723","22,24,98,86,629.55","3,09,667"
EQ,418.15,421.25,412.0,416.65,417.85,418.4,416.74,543.55,342.3,"95,00,273","3,95,91,53,533.75","1,49,313"
EQ,425.65,433.3,419.5,425.65,432.95,430.85,426.0,494.85,276.5,"1,07,98,097","4,59,99,47,279.55","1,24,365"
EQ,518.0,520.0,503.5,517.3,509.0,509.4,508.6,828.0,358.2,"9,80,887","49,88,83,346.75","26,616"
EQ,263.85,264.95,261.6,263.85,264.0,264.35,263.52,311.8,171.3,"6,20,494","16,35,11,618.90","13,071"
EQ,540.0,549.4,533.8,537.55,537.95,537.45,540.6,895.85,432.0,"61,46,305","3,32,27,15,866.55","1,00,949"
EQ,204.5,206.44,201.75,204.38,204.15,204.22,204.13,663.0,124.25,"48,55,263","99,10,91,824.85","46,814"
EQ,140.39,140.39,138.06,139.86,139.55,139.44,139.1,196.8,113.1,"1,40,56,789","1,95,52,87,055.44","92,919"
EQ,335.55,339.2,335.2,336.35,336.85,337.85,337.52,384.2,203.3,"13,62,079","45,97,32,269.80","33,328"
EQ,372.75,373.95,364.4,372.75,369.4,369.15,368.67,448.45,272.8,"1,87,58,283","6,91,55,36,961.00","2,52,662"
EQ,68.2,68.8,66.88,67.72,68.32,68.26,67.77,86.04,33.9,"5,62,95,912","3,81,49,12,405.62","1,53,025"
EQ,295.1,298.25,291.3,293.65,296.85,297.0,295.47,687.95,279.35,"92,87,638","2,74,42,04,685.90","1,11,932"
EQ,82.4,83.35,81.31,81.95,82.29,82.18,82.23,118.4,56.7,"2,42,56,105","1,99,46,99,346.15","89,449"
EQ,638.5,640.3,628.25,635.25,634.8,635.0,634.47,814.9,524.0,"4,04,552","25,66,74,773.05","13,267"
EQ,390.5,393.1,384.5,387.65,391.85,391.8,389.9,594.8,323.0,"35,83,458","1,39,71,82,784.80","46,310"
EQ,"1,270.00","1,270.60","1,220.00","1,260.85","1,229.50","1,229.60","1,237.45","2,174.10",870.25,"45,22,158","5,59,59,30,524.00","1,73,742"
EQ,935.55,942.85,924.35,935.50,935.30,934.45,932.61,"1,097.00",674.3,"11,59,145","1,08,10,25,244.60","39,452"
EQ,358.4,361.7,352.85,356.65,358.35,358.05,356.8,506.0,308.8,"7,56,228","26,98,21,585.40","17,916"
EQ,68.0,68.39,67.28,68.26,67.32,67.39,67.67,86.04,33.9,"3,85,28,682","2,60,74,03,605.03","1,45,618"
EQ,264.4,270.6,263.1,264.35,266.3,266.3,267.1,311.8,171.3,"10,83,859","28,94,96,355.80","18,331"
EQ,82.4,86.84,81.97,82.18,84.8,84.87,85.3,118.4,56.7,"7,11,49,439","6,06,91,11,361.19","2,02,053"
EQ,393.85,402.25,392.05,391.8,398.2,399.2,399.01,594.8,323.0,"81,07,943","3,23,51,54,367.20","79,152"
EQ,260.8,263.0,259.55,261.3,260.15,260.05,261.03,345.0,192.05,"87,83,386","2,29,27,63,331.05","83,811"
EQ,"1,323.90","1,323.90","1,310.00","1,322.05","1,311.60","1,311.55","1,314.49","3,217.60","1,217.25","90,37,514","11,87,97,01,933.90","1,93,736"
EQ,117.6,122.8,116.71,117.05,120.98,120.61,120.7,170.5,81.05,"2,00,24,908","2,41,70,53,717.29","92,009"
EQ,433.8,442.5,433.25,430.85,438.95,439.7,437.91,494.85,276.5,"1,73,72,298","7,60,75,85,560.80","1,41,637"
EQ,935.00,951.75,932.65,934.45,947.10,949.10,944.75,"1,097.00",674.3,"11,79,083","1,11,39,42,392.95","36,304"
EQ,208.87,213.4,208.51,208.87,210.5,210.41,211.33,246.3,134.85,"1,40,26,104","2,96,42,06,527.43","1,08,242"
EQ,"1,236.05","1,266.85","1,205.15","1,229.60","1,209.50","1,210.65","1,229.67","2,174.10",870.25,"38,15,815","4,69,22,00,728.45","1,43,216"
EQ,140.65,143.54,140.3,139.44,142.0,141.96,142.08,196.8,113.1,"2,06,87,458","2,93,93,24,558.97","1,09,927"
EQ,297.9,303.9,296.4,297.0,300.8,300.35,300.95,687.95,279.35,"95,86,531","2,88,51,06,530.75","94,473"
EQ,540.0,546.1,534.0,537.45,535.0,536.1,538.56,895.85,432.0,"39,99,281","2,15,38,59,570.95","71,298"
EQ,637.9,638.95,632.2,635.0,637.0,636.7,635.96,814.9,524.0,"2,77,097","17,62,22,071.20","12,621"
EQ,204.22,210.42,204.22,204.22,207.3,207.68,207.53,663.0,124.25,"81,14,388","1,68,40,13,373.55","66,693"
EQ,359.7,366.3,357.0,358.05,365.0,364.65,363.06,506.0,308.8,"11,32,423","41,11,33,323.10","23,157"
EQ,327.1,332.75,326.7,328.35,329.25,328.9,330.09,366.25,211.55,"88,02,058","2,90,54,86,459.10","81,467"
EQ,420.0,421.5,416.4,418.4,417.85,417.15,418.85,543.55,342.3,"42,52,732","1,78,12,65,200.15","80,354"
EQ,513.25,516.0,504.15,509.4,512.75,514.0,510.82,828.0,358.2,"11,73,568","59,94,87,849.35","35,806"
EQ,369.45,371.2,368.05,369.15,369.75,369.5,369.89,448.45,272.8,"97,36,086","3,60,12,47,946.40","1,60,252"
EQ,337.95,341.65,334.65,337.85,335.4,335.85,337.37,384.2,203.3,"15,86,555","53,52,62,831.00","30,265"
EQ,821.00,827.45,816.10,820.15,819.00,819.50,820.59,"2,417.75",720.75,"2,76,407","22,68,16,078.00","10,948"
EQ,670.0,680.0,665.05,664.15,675.05,674.35,672.86,804.9,397.65,"32,94,934","2,21,70,24,726.90","78,745"
EQ,443.0,447.7,439.1,439.7,440.65,440.75,442.46,494.85,312.7,"1,34,17,161","5,93,66,03,163.55","1,36,940"
EQ,210.4,211.9,208.21,210.41,208.74,208.67,209.95,246.3,134.85,"79,80,018","1,67,54,30,596.61","55,197"
EQ,819.50,839.80,815.00,819.50,816.00,817.50,822.44,"2,417.75",720.75,"2,89,854","23,83,88,144.00","11,638"
EQ,950.05,969.60,945.20,949.10,968.00,967.20,957.63,"1,097.00",685.0,"14,33,142","1,37,24,17,752.15","53,173"
EQ,270.0,276.1,266.0,266.3,267.05,267.7,271.19,311.8,180.8,"25,35,208","68,75,23,293.15","41,032"
EQ,"1,210.65","1,236.00","1,180.00","1,210.65","1,219.00","1,216.95","1,207.34","2,174.10",870.25,"35,05,936","4,23,28,68,231.80","1,22,196"
EQ,634.0,639.0,620.5,636.7,623.45,622.4,626.53,814.9,524.0,"4,42,006","27,69,30,284.45","16,370"
EQ,260.05,261.35,257.7,260.05,258.75,258.9,258.8,345.0,192.05,"68,00,856","1,76,00,57,209.30","78,598"
EQ,684.9,688.0,667.5,674.35,676.2,675.2,678.12,804.9,397.65,"34,33,293","2,32,81,87,341.65","81,362"
EQ,300.95,304.2,299.1,300.35,303.05,303.45,301.85,687.95,279.35,"1,16,37,358","3,51,27,59,233.90","95,826"
EQ,141.96,143.15,141.31,141.96,142.25,142.33,142.41,196.8,116.6,"1,61,19,047","2,29,54,58,576.44","94,500"
EQ,67.38,67.8,66.4,67.39,67.19,67.36,67.11,86.04,33.9,"3,46,35,931","2,32,44,94,796.45","1,85,013"
EQ,539.0,544.15,534.2,536.1,536.0,535.9,538.41,895.85,432.0,"37,49,073","2,01,85,51,843.80","59,309"
EQ,333.6,338.45,333.4,335.85,335.1,335.1,335.8,384.2,206.4,"18,09,227","60,75,32,548.65","33,548"
EQ,399.05,404.45,397.65,399.2,399.6,399.7,400.4,594.8,323.0,"47,63,280","1,90,72,05,122.00","42,744"
EQ,87.0,88.79,86.2,84.87,86.75,86.77,87.36,118.4,58.0,"6,65,96,997","5,81,80,54,900.02","3,22,859"
EQ,418.0,420.95,412.5,417.15,414.4,414.0,415.18,543.55,342.3,"66,62,023","2,76,59,66,464.25","98,026"
EQ,121.15,124.5,120.85,120.61,122.22,122.27,122.91,170.5,81.05,"1,40,27,054","1,72,40,17,092.60","69,421"
EQ,514.0,525.95,504.6,514.0,506.0,507.3,511.78,828.0,404.0,"12,00,983","61,46,43,569.05","32,959"
EQ,208.15,212.99,206.55,207.68,208.2,208.67,209.24,663.0,124.25,"63,35,647","1,32,56,77,252.66","54,127"
EQ,"1,303.00","1,315.00","1,293.10","1,311.55","1,296.40","1,295.15","1,304.10","3,217.60","1,217.25","1,46,50,002","19,10,51,10,924.90","2,02,850"
EQ,366.65,368.35,360.35,364.65,362.0,362.05,363.97,506.0,308.8,"4,92,603","17,92,93,026.60","13,795"
EQ,370.9,373.3,367.75,369.5,369.45,369.85,370.21,448.45,280.85,"1,08,78,679","4,02,74,25,848.55","1,60,332"
EQ,327.75,330.65,326.7,328.9,329.45,329.1,329.0,366.25,222.7,"93,76,929","3,08,49,70,058.35","80,556"
EQ,506.55,511.4,500.0,507.3,503.7,503.05,504.7,828.0,404.0,"8,12,868","41,02,51,647.35","32,707"
EQ,415.5,417.2,411.5,414.0,415.5,414.05,414.22,543.55,342.3,"60,35,289","2,49,99,61,678.70","83,913"
EQ,"1,289.25","1,294.90","1,280.20","1,295.15","1,285.95","1,284.85","1,286.46","3,217.60","1,217.25","1,60,43,729","20,63,95,94,557.20","4,56,341"
EQ,331.85,331.85,325.35,329.1,328.0,327.9,328.27,366.25,222.7,"1,49,94,365","4,92,22,52,953.20","90,304"
EQ,122.1,122.51,119.04,122.27,119.3,119.39,120.18,170.5,81.05,"65,51,124","78,73,42,366.67","36,598"
EQ,142.1,144.44,141.93,142.33,143.25,143.54,143.43,196.8,116.6,"1,36,94,082","1,96,41,79,393.79","1,00,990"
EQ,"1,224.95","1,224.95","1,165.35","1,216.95","1,175.00","1,176.65","1,187.13","2,174.10",870.25,"30,96,278","3,67,56,87,405.55","1,13,907"
EQ,208.8,209.94,206.88,208.67,207.6,207.54,208.03,246.3,134.85,"72,39,820","1,50,60,85,298.11","67,237"
EQ,624.95,632.25,620.0,622.4,629.25,628.55,627.94,814.9,524.0,"5,50,034","34,53,88,667.55","14,743"
EQ,537.0,537.75,523.4,535.9,524.8,526.8,530.53,895.85,432.0,"34,29,797","1,81,96,03,014.60","66,538"
EQ,818.00,822.80,806.00,817.50,808.95,808.15,813.53,"2,417.75",720.75,"2,36,598","19,24,79,612.00","10,061"
EQ,673.0,677.25,659.9,675.2,669.9,668.0,667.27,804.9,397.65,"19,23,930","1,28,37,79,696.25","44,433"
EQ,335.1,336.85,331.6,335.1,334.95,335.2,334.64,384.2,206.4,"20,14,450","67,41,09,578.60","39,404"
EQ,369.0,371.2,366.4,369.85,368.9,369.15,369.0,448.45,280.85,"79,13,822","2,92,01,74,053.05","1,08,735"
EQ,67.3,67.36,65.86,67.36,66.48,66.55,66.5,86.04,33.9,"2,95,42,425","1,96,44,36,239.30","1,17,711"
EQ,267.15,268.6,262.6,267.7,264.0,264.4,265.04,311.8,180.8,"6,08,925","16,13,89,255.95","11,917"
EQ,208.67,213.6,205.71,208.67,207.8,208.19,209.15,663.0,124.25,"58,79,681","1,22,97,14,049.43","54,537"
EQ,400.0,406.35,397.25,399.7,404.35,404.9,402.54,594.8,323.0,"66,62,197","2,68,18,24,970.10","58,000"
EQ,363.55,368.25,360.3,362.05,366.2,366.5,364.38,506.0,308.8,"9,25,131","33,71,00,291.45","18,183"
EQ,302.3,306.7,300.85,303.45,303.0,303.5,303.82,687.95,279.35,"86,49,367","2,62,78,67,845.55","73,286"
EQ,441.95,442.65,432.05,440.75,435.1,435.2,436.24,494.85,312.7,"98,54,285","4,29,88,76,828.50","1,25,357"
EQ,257.65,258.75,254.5,258.9,256.7,256.9,256.4,345.0,192.05,"1,13,18,782","2,90,21,31,690.25","1,02,996"
EQ,87.29,87.29,85.55,86.77,85.96,85.98,86.17,118.4,58.0,"2,52,01,333","2,17,16,39,579.08","1,19,857"
EQ,973.90,"1,011.45",973.00,967.20,"1,000.00","1,002.35",999.06,"1,097.00",685.0,"46,08,726","4,60,43,75,934.55","1,38,820"
EQ,502.6,522.8,501.3,503.05,508.7,508.25,510.88,828.0,404.0,"21,46,673","1,09,66,81,883.55","55,915"
EQ,"1,171.00","1,189.45","1,143.00","1,176.65","1,149.00","1,148.05","1,158.77","2,174.10",870.25,"26,66,340","3,08,96,77,902.35","1,03,752"
EQ,336.0,342.0,334.5,335.2,341.0,341.2,338.53,384.2,206.4,"21,21,212","71,80,91,437.45","39,088"
EQ,"1,285.00","1,290.00","1,276.05","1,284.85","1,279.00","1,278.20","1,282.33","3,217.60","1,217.25","1,17,24,373","15,03,44,57,832.65","2,72,365"
EQ,369.25,370.75,364.7,369.15,365.9,365.5,367.25,448.45,280.85,"99,98,662","3,67,19,84,639.90","1,46,696"
EQ,628.55,634.25,623.0,628.55,626.0,624.7,626.84,814.9,524.0,"2,49,601","15,64,60,815.80","10,126"
EQ,404.9,412.35,404.45,404.9,409.5,410.1,409.79,594.8,323.0,"87,83,167","3,59,92,86,368.75","58,810"
EQ,416.0,419.65,415.55,414.05,416.9,416.95,417.19,543.55,342.3,"53,53,413","2,23,34,00,329.10","95,884"
EQ,366.2,374.3,361.95,366.5,370.0,369.7,367.91,506.0,308.8,"11,45,651","42,14,92,297.00","24,193"
EQ,527.0,530.55,518.0,526.8,518.95,519.25,523.1,895.85,432.0,"29,48,888","1,54,25,55,680.20","61,632"
EQ,208.1,211.2,202.63,208.19,203.6,203.73,206.57,663.0,124.25,"83,58,203","1,72,65,26,153.39","65,898"
EQ,66.42,67.2,65.85,66.55,66.07,66.12,66.44,86.04,33.9,"3,25,30,712","2,16,12,69,675.59","1,22,093"
EQ,143.49,144.44,142.94,143.54,143.0,143.19,143.62,196.8,116.6,"97,14,837","1,39,51,97,322.59","79,293"
EQ,809.75,833.20,809.05,808.15,816.00,814.30,817.28,"2,417.75",720.75,"3,55,063","29,01,87,108.85","12,830"
EQ,435.6,438.6,434.3,435.2,434.3,434.8,436.56,494.85,312.7,"58,15,604","2,53,88,84,789.90","89,530"
EQ,257.5,258.7,255.65,256.9,257.05,256.6,256.88,345.0,192.05,"53,53,032","1,37,51,02,664.00","72,900"
EQ,327.25,329.0,326.85,327.9,327.6,327.55,327.76,366.25,222.7,"50,13,051","1,64,30,74,643.40","65,545"
EQ,119.3,121.19,119.11,119.39,120.0,120.19,120.21,170.5,81.05,"49,52,625","59,53,77,416.79","31,298"
EQ,998.00,"1,008.40",990.30,"1,002.35",991.95,994.65,999.39,"1,097.00",685.0,"12,84,435","1,28,36,46,054.00","54,162"
EQ,86.0,87.1,85.8,85.98,86.06,86.11,86.28,118.4,58.0,"1,66,15,409","1,43,35,03,868.34","87,320"
EQ,262.0,267.0,261.0,264.4,263.5,263.7,263.82,311.8,180.8,"7,57,085","19,97,33,296.40","15,094"
EQ,206.5,207.82,205.0,207.54,205.5,205.82,206.18,246.3,134.85,"68,58,258","1,41,40,56,134.01","50,870"
EQ,303.45,308.95,302.1,303.5,307.0,307.45,307.11,687.95,279.35,"1,08,67,782","3,33,76,22,087.30","1,08,526"
EQ,668.7,682.0,668.5,668.0,678.0,677.6,676.86,804.9,397.65,"20,88,984","1,41,39,57,445.50","52,543"
EQ,626.0,627.8,614.4,624.7,618.45,618.55,618.5,814.9,524.0,"2,72,995","16,88,46,233.95","13,192"
EQ,817.25,818.00,796.60,814.30,798.05,799.75,807.18,"2,417.75",720.75,"2,97,056","23,97,76,952.65","11,780"
EQ,65.61,66.43,64.86,66.12,65.58,65.7,65.5,86.04,33.9,"3,36,19,161","2,20,21,00,323.54","1,34,052"
EQ,435.0,436.75,429.0,434.8,433.2,433.55,432.33,494.85,312.7,"60,49,186","2,61,52,59,426.20","71,489"
EQ,307.05,307.45,301.3,307.45,301.75,302.15,303.92,687.95,279.35,"74,54,904","2,26,57,30,553.40","82,331"
EQ,519.25,561.8,513.5,519.25,537.55,539.85,545.69,895.85,432.0,"2,55,03,312","13,91,67,93,122.35","3,61,687"
EQ,204.85,206.5,199.82,203.73,201.5,202.13,203.67,663.0,124.25,"40,47,728","82,44,04,058.77","36,844"
EQ,86.22,86.8,84.75,86.11,85.12,85.04,85.57,118.4,58.0,"1,74,73,558","1,49,51,50,099.81","80,005"
EQ,263.7,270.45,259.05,263.7,259.85,261.0,263.93,311.8,180.8,"16,04,758","42,35,49,179.90","24,948"
EQ,370.0,370.85,360.0,369.7,361.5,361.35,364.49,506.0,308.8,"5,25,335","19,14,80,664.95","14,825"
EQ,"1,000.00","1,006.00",987.05,994.65,998.70,"1,000.25",997.46,"1,097.00",685.0,"13,31,800","1,32,84,11,723.50","43,014"
EQ,"1,270.00","1,278.20","1,260.60","1,278.20","1,261.30","1,262.90","1,265.58","3,217.60","1,217.25","2,09,06,813","26,45,91,66,488.55","3,63,205"
EQ,508.25,509.75,486.95,508.25,489.0,489.1,494.71,828.0,404.0,"12,55,600","62,11,52,275.65","37,325"
EQ,142.25,143.19,140.87,143.19,141.6,141.48,142.11,196.8,116.6,"1,49,29,334","2,12,15,69,945.43","82,065"
EQ,678.5,687.3,671.25,677.6,686.2,685.25,681.6,804.9,397.65,"20,23,609","1,37,92,83,228.85","50,316"
EQ,"1,143.85","1,249.00","1,124.20","1,148.05","1,221.25","1,217.95","1,217.12","2,174.10",870.25,"1,08,21,668","13,17,12,40,411.30","3,22,540"
EQ,342.7,346.8,340.2,341.2,342.45,343.0,343.86,384.2,206.4,"34,04,959","1,17,08,40,342.60","56,773"
EQ,328.0,329.9,325.85,327.55,329.9,329.2,328.37,366.25,222.7,"1,04,14,162","3,41,97,14,029.25","1,00,075"
EQ,205.3,207.6,204.41,205.82,206.1,205.22,205.6,246.3,134.85,"54,19,304","1,11,42,17,659.73","41,502"
EQ,258.0,258.6,253.6,256.6,254.0,254.05,255.4,345.0,192.05,"71,23,877","1,81,94,73,797.00","91,979"
EQ,120.19,120.6,117.84,120.19,118.6,118.43,118.72,170.5,81.05,"33,81,492","40,14,40,619.45","25,713"
EQ,410.0,414.0,406.05,410.1,412.0,411.7,410.74,594.8,323.0,"48,32,913","1,98,50,62,771.05","44,678"
EQ,416.5,417.85,407.1,416.95,407.9,409.1,410.79,543.55,342.3,"94,09,378","3,86,52,92,100.35","1,43,661"
EQ,366.0,367.0,353.0,365.5,355.9,355.6,356.86,448.45,280.85,"2,25,38,216","8,04,28,81,475.70","2,27,790"
EQ,342.05,343.95,336.85,343.0,341.5,340.5,340.09,384.2,206.4,"16,07,000","54,65,28,113.55","24,518"
EQ,355.75,358.3,348.05,355.6,357.75,357.15,354.08,448.45,280.85,"1,42,69,143","5,05,24,44,532.05","2,10,541"
EQ,302.0,305.15,296.0,302.15,301.6,301.7,300.75,687.95,279.35,"77,26,611","2,32,38,16,305.00","91,253"
EQ,360.85,361.95,352.05,361.35,358.0,358.25,356.58,506.0,308.8,"5,48,752","19,56,75,579.75","14,528"
EQ,200.0,200.1,193.8,202.13,196.99,196.8,196.08,663.0,124.25,"62,41,747","1,22,38,85,602.17","54,330"
EQ,"1,260.00","1,275.20","1,239.60","1,262.90","1,274.45","1,272.85","1,257.50","3,217.60","1,217.25","2,86,30,222","36,00,26,21,429.30","4,82,467"
EQ,85.04,85.9,83.16,85.04,85.39,85.44,84.61,118.4,58.0,"1,89,42,927","1,60,27,24,442.42","82,452"
EQ,258.45,258.6,252.65,261.0,257.0,257.35,256.11,311.8,180.8,"7,55,705","19,35,40,297.75","16,839"
EQ,411.7,418.05,409.45,411.7,414.55,415.05,413.63,594.8,323.0,"71,06,881","2,93,95,97,729.20","60,500"
EQ,679.0,683.9,664.35,685.25,678.0,678.6,675.62,804.9,397.65,"19,09,847","1,29,03,34,839.75","65,171"
EQ,253.0,256.8,249.5,254.05,255.0,254.25,253.4,345.0,192.05,"1,11,43,128","2,82,36,38,193.00","87,238"
EQ,144.74,145.1,140.88,141.48,144.32,144.24,143.35,196.8,116.6,"3,68,25,429","5,27,90,36,476.47","1,58,485"
EQ,488.1,488.5,471.55,489.1,485.0,484.95,479.96,828.0,404.0,"13,47,190","64,65,91,527.35","43,586"
EQ,330.65,334.3,325.05,329.2,334.1,333.85,330.57,366.25,222.7,"1,49,73,536","4,94,97,86,873.55","1,40,636"
EQ,432.0,432.4,420.3,433.55,428.0,428.45,425.14,494.85,312.7,"80,32,224","3,41,47,90,708.30","1,20,356"
EQ,118.0,118.5,115.0,118.43,118.15,118.06,117.11,170.5,81.05,"43,33,788","50,75,35,515.04","26,763"
EQ,"1,220.00","1,252.30","1,179.30","1,217.95","1,198.00","1,198.40","1,210.82","2,174.10",870.25,"68,93,497","8,34,67,85,877.65","2,10,318"
EQ,539.6,544.7,532.0,539.85,535.95,536.6,538.04,895.85,432.0,"60,81,771","3,27,22,16,129.80","88,482"
EQ,205.0,205.6,199.84,205.22,204.64,204.9,203.09,246.3,134.85,"48,79,404","99,09,58,919.69","47,220"
EQ,409.1,411.25,402.0,409.1,411.1,410.3,406.22,543.55,342.3,"94,39,175","3,83,43,78,575.65","1,26,569"
EQ,799.90,803.95,781.55,799.75,793.00,792.70,790.98,"2,417.75",720.75,"2,62,373","20,75,31,329.90","11,906"
EQ,618.1,621.15,605.1,618.55,621.0,619.35,614.11,814.9,524.0,"3,44,135","21,13,36,239.80","12,489"
EQ,997.00,"1,000.80",974.15,"1,000.25",996.45,998.75,985.74,"1,097.00",685.0,"15,75,356","1,55,28,85,321.50","42,989"
EQ,65.5,67.68,65.26,65.7,66.17,66.2,66.49,86.04,33.9,"4,79,52,699","3,18,85,44,747.90","1,32,842"
EQ,204.75,205.0,201.37,204.9,203.58,203.82,203.02,246.3,134.85,"1,03,37,056","2,09,86,26,682.42","62,125"
EQ,685.0,699.8,682.3,678.6,686.5,688.95,691.26,804.9,397.65,"34,76,918","2,40,34,49,119.70","82,524"
EQ,254.0,256.3,251.2,254.25,251.5,251.8,252.24,345.0,197.35,"72,83,872","1,83,72,80,993.60","85,102"
EQ,340.5,341.45,334.65,340.5,337.4,337.0,336.49,384.2,206.4,"25,01,186","84,16,32,843.00","26,639"
EQ,410.5,412.85,406.5,410.3,410.5,410.45,409.23,543.55,342.3,"54,34,635","2,22,40,25,716.70","91,909"
EQ,795.70,830.00,782.55,792.70,808.00,812.60,803.65,"2,417.75",720.75,"4,31,966","34,71,47,964.05","16,903"
EQ,"1,275.00","1,281.00","1,266.55","1,272.85","1,268.40","1,268.30","1,271.94","3,217.60","1,217.25","94,86,781","12,06,66,29,924.30","2,24,571"
EQ,118.06,119.25,117.1,118.06,117.26,117.31,118.05,170.5,81.05,"37,70,291","44,50,88,788.48","22,197"
EQ,144.32,144.95,142.2,144.24,143.1,143.16,143.26,196.8,117.35,"1,24,28,446","1,78,04,51,137.60","92,869"
EQ,357.15,358.9,351.7,357.15,352.9,352.9,353.36,448.45,293.2,"1,21,68,143","4,29,97,39,480.25","1,77,243"
EQ,993.00,"1,000.40",968.90,998.75,975.25,976.10,976.91,"1,097.00",685.05,"14,20,965","1,38,81,48,839.20","45,917"
EQ,359.2,362.75,352.85,358.25,355.1,354.85,356.92,506.0,308.8,"3,48,288","12,43,09,921.55","10,931"
EQ,414.9,419.0,400.3,415.05,407.35,407.1,406.8,594.8,323.0,"73,60,302","2,99,41,58,061.55","92,271"
EQ,300.95,301.7,295.8,301.7,298.0,297.95,297.9,687.95,279.35,"86,96,443","2,59,07,13,102.45","90,634"
EQ,618.0,623.8,615.0,619.35,618.3,619.55,620.21,814.9,524.0,"3,27,988","20,34,22,999.70","12,856"
EQ,196.8,199.21,193.25,196.8,195.0,195.35,196.01,663.0,124.25,"40,16,372","78,72,46,556.45","47,349"
EQ,539.0,539.4,527.3,536.6,527.85,529.9,533.03,895.85,432.0,"26,22,097","1,39,76,66,119.95","51,377"
EQ,490.0,498.7,479.1,484.95,483.0,482.0,485.6,828.0,408.35,"11,15,882","54,18,72,079.70","34,280"
EQ,67.5,68.62,66.16,66.2,66.25,66.36,67.27,86.04,33.9,"5,67,88,124","3,81,99,08,761.44","1,57,366"
EQ,"1,200.95","1,210.50","1,163.65","1,198.40","1,166.50","1,168.05","1,180.77","2,174.10",870.25,"27,17,545","3,20,87,85,945.95","98,145"
EQ,256.8,261.2,256.1,257.35,259.0,259.0,258.97,311.8,193.0,"4,95,336","12,82,76,067.65","14,452"
EQ,427.95,430.4,424.35,428.45,425.0,425.5,426.71,494.85,312.7,"42,44,188","1,81,10,35,095.00","64,012"
EQ,333.85,336.25,331.6,333.85,334.75,335.0,334.28,366.25,222.7,"1,26,95,136","4,24,37,91,475.05","1,11,611"
EQ,86.0,86.39,85.0,85.44,85.09,85.23,85.42,118.4,58.0,"1,36,03,994","1,16,20,54,766.37","1,30,648"
EQ,251.75,252.45,246.5,251.8,247.0,247.4,249.08,345.0,197.35,"1,00,66,884","2,50,74,19,609.70","1,23,919"
EQ,620.3,630.9,610.1,619.55,611.0,612.8,622.33,814.9,524.0,"8,28,379","51,55,25,709.75","23,276"
EQ,336.8,341.4,335.9,337.0,339.7,340.45,339.5,384.2,206.4,"34,40,623","1,16,80,88,804.50","59,320"
EQ,256.05,259.5,253.1,259.0,254.45,254.05,255.91,311.8,193.0,"4,48,225","11,47,04,787.75","10,781"
EQ,143.0,143.2,140.0,143.16,140.2,140.32,141.32,196.8,117.35,"1,18,96,291","1,68,12,32,684.72","1,02,813"
EQ,332.5,335.55,328.0,335.0,330.1,329.8,330.49,366.25,222.7,"1,73,60,248","5,73,73,86,903.50","95,259"
EQ,"1,167.90","1,178.95","1,138.00","1,168.05","1,144.00","1,143.25","1,159.17","2,174.10",870.25,"23,03,877","2,67,05,82,241.25","84,296"
EQ,408.0,409.8,404.6,407.1,406.45,407.1,406.89,594.8,323.0,"37,35,357","1,51,98,77,899.80","69,746"
EQ,410.45,410.95,402.0,410.45,402.5,402.9,404.83,543.55,342.3,"50,70,262","2,05,26,06,417.35","1,08,718"
EQ,203.0,205.0,198.11,203.82,198.5,199.57,201.44,246.3,134.85,"1,01,64,638","2,04,75,85,045.14","74,664"
EQ,815.00,815.00,792.90,812.60,796.05,795.70,800.57,"2,417.75",720.75,"3,44,406","27,57,22,787.85","14,726"
EQ,425.4,428.0,419.3,425.5,420.25,420.9,423.68,494.85,312.7,"64,50,903","2,73,30,89,389.95","88,665"
EQ,972.00,981.65,947.75,976.10,949.00,951.50,963.69,"1,097.00",685.05,"8,85,850","85,36,81,734.00","39,052"
EQ,85.3,85.9,84.6,85.23,84.8,84.97,85.18,118.4,58.0,"1,38,44,583","1,17,92,53,826.51","1,15,098"
EQ,482.0,483.05,470.55,482.0,473.0,473.3,475.68,828.0,408.35,"10,76,987","51,23,05,971.60","26,831"
EQ,529.0,541.6,522.0,529.9,523.4,524.6,531.37,895.85,432.0,"49,18,977","2,61,37,74,700.45","84,602"
